date,slot,row_type,prodcode,prodname,md,bpu,brand,category,UV,PV,cust,ord,qty,rev,h_UV,h_PV,h_cust,h_ord,h_qty,h_rev
2025-02-03,오후,SLOT,G269XX01601,수브니 실버(C) 트위스트 원터치 귀걸이 S HL6E45622C9XXX,박세미(sm.park),e-영업3,이에르 로르,잡화,73,115,0,0,0,0,63,74,,,,
2025-02-04,Total,TOTAL, , , , , , ,121,248,3,4,4,2483818.18181818,98,107,2,2,2,842000
2025-02-04,오전,SLOT,JNCO4D027W3,다크브라운 캐시미어 블렌드 핸드메이드 발마칸코트,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,87,193,2,3,3,2462727.27272727,70,76,1,1,1,820909.090909091
2025-02-04,오후,SLOT,DMSS4F301BK,중목 양말 솔리드 배색 3종 세트,이상희(ray),e-영업1,닥스,남성,34,55,1,1,1,21090.9090909091,28,31,1,1,1,21090.9090909091
2025-02-05,Total,TOTAL, , , , , , ,221,494,11,11,11,1231500,183,206,7,7,7,587318.181818182
2025-02-05,오전,SLOT,WSSW3D8C4CM,[스테디셀러][재입고]카멜 짜임 울 가디건,윤여은(yye),e-영업2,헤지스,여성,160,371,6,6,6,964909.090909091,125,139,2,2,2,320727.272727273
2025-02-05,오후,SLOT,IETS5E701BK,[일꼬르소X미즈노] 런 앤 무브 롱 슬리브 티셔츠 블랙,허화연(h.hwayeon), ,일꼬르소,남성,65,123,5,5,5,266590.909090909,61,67,5,5,5,266590.909090909
2025-02-06,Total,TOTAL, , , , , , ,177,328,1,1,1,281636.363636364,146,162,1,1,1,281636.363636364
2025-02-06,오전,SLOT,WKSW3D903I2,[스테디셀러]베이지 짜임배색 캐시미어 니트,윤여은(yye),e-영업2,닥스,여성,136,251,1,1,1,281636.363636364,113,125,1,1,1,281636.363636364
2025-02-06,오후,SLOT,DMSW4D302N2,[클리어런스][인기상품 리오더][D-CHECK]울100% 빅체크 집업 스웨터,이상희(ray),e-영업1,닥스,남성,42,77,0,0,0,0,34,37,,,,
2025-02-07,Total,TOTAL, , , , , , ,124,307,2,3,4,2213745.45454545,101,126,1,1,2,531927.272727273
2025-02-07,오전,SLOT,G269XX01374,페르펙토 14K(Y) 반지 1.5mm (여) HL5R14101Y4,박세미(sm.park),e-영업3,이에르 로르,잡화,85,171,1,1,2,531927.272727273,85,107,1,1,2,531927.272727273
2025-02-07,오후,SLOT,WKJU3D005BK,[클리어런스][스테디셀러][폭스FUR][구스다운] 블랙 탈착 후드 롱 헤비다운 점퍼,윤여은(yye),e-영업2,닥스,여성,40,136,1,2,2,1681818.18181818,17,19,,,,
2025-02-08,Total,TOTAL, , , , , , ,421,923,8,8,8,1718181.81818182,334,385,7,7,7,1590000
2025-02-08,오전,SLOT,JNCO4D027CM,카멜 캐시미어 블렌드 핸드메이드 발마칸코트,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,70,142,1,1,1,820909.090909091,64,68,1,1,1,820909.090909091
2025-02-08,오후,SLOT,WSSW3D8C1E3,[스테디셀러][울100%] 그린 단색 울 라운드넥 가디건,윤여은(yye),e-영업2,헤지스,여성,355,781,7,7,7,897272.727272727,273,317,6,6,6,769090.909090909
2025-02-09,Total,TOTAL, , , , , , ,288,703,7,7,7,787545.454545454,224,287,7,7,7,787545.454545454
2025-02-09,오전,SLOT,MASH4F907BK,[클리어런스][ATELIER] 블랙 면혼방 긴팔 드레스셔츠,이상희(ray),e-영업1,마에스트로,남성,68,121,3,3,3,189000,66,88,3,3,3,189000
2025-02-09,오후,SLOT,WSSW3D902BK,[스테디셀러]블랙 단색 울캐시미어혼방 브이넥 가디건,윤여은(yye),e-영업2,헤지스,여성,230,582,4,4,4,598545.454545454,166,199,4,4,4,598545.454545454
2025-02-10,Total,TOTAL, , , , , , ,245,611,5,5,5,567272.727272727,205,261,3,3,3,340363.636363636
2025-02-10,오전,SLOT,IEJU5E204W3,파라슈트 왁스 코팅 패디드 점퍼 다크브라운,허화연(h.hwayeon),e-영업1,일꼬르소,남성,66,119,0,0,0,0,61,73,,,,
2025-02-10,오후,SLOT,WSPA3D800B2,[데님][스테디셀러]블루 워싱 면혼방 데님팬츠,윤여은(yye),e-영업2,헤지스,여성,185,492,5,5,5,567272.727272727,149,188,3,3,3,340363.636363636
2025-02-11,Total,TOTAL, , , , , , ,135,209,0,0,0,0,87,105,,,,
2025-02-11,오전,SLOT,JNJU4A809K2,[클리어런스][MAJOTECH] 카키 폭스퍼 점퍼,허화연(h.hwayeon),e-영업2,질스튜어트 뉴욕,남성,77,113,0,0,0,0,66,75,,,,
2025-02-11,오후,SLOT,HWPA4D922BK,[품절임박] 블랙 여성 밍크 기모 부츠컷 팬츠,차단비(danbi),e-영업1,헤지스,골프,60,96,0,0,0,0,23,30,,,,
2025-02-12,Total,TOTAL, , , , , , ,160,272,0,0,0,0,140,160,,,,
2025-02-12,오전,SLOT,ARJU4D402BK,블랙《Hyper Utility》퀼팅 후디 점퍼,허화연(h.hwayeon),e-영업2,알레그리,남성,131,223,0,0,0,0,117,129,,,,
2025-02-12,오후,SLOT,G269XX01400,트리플 실버(C) 목걸이 HL3N36635C9600,박세미(sm.park),e-영업3,이에르 로르,잡화,32,49,0,0,0,0,26,31,,,,
2025-02-13,Total,TOTAL, , , , , , ,143,295,5,5,5,823272.727272727,128,157,4,4,4,711818.181818182
2025-02-13,오전,SLOT,WKTS3DU05N2,[스테디셀러]네이비 프린트배색 라운드 긴팔티셔츠,윤여은(yye),e-영업2,닥스,여성,62,158,4,4,4,445818.181818182,51,64,3,3,3,334363.636363636
2025-02-13,오후,SLOT,G269XX01529,에센스 랩다이아 14K 1.5MM HALF 이터너티 반지 HL4R44413,박세미(sm.park),e-영업3,이에르 로르,잡화,82,137,1,1,1,377454.545454545,78,93,1,1,1,377454.545454545
2025-02-14,Total,TOTAL, , , , , , ,115,192,5,6,6,749090.909090909,72,82,3,3,3,464090.909090909
2025-02-14,오전,SLOT,WHPA3D501I2,[클리어런스][스테디셀러]베이지 단색 면혼방 기모 팬츠,이상희(ray),e-영업2,헤지스,남성,53,90,3,4,4,380000,22,25,1,1,1,95000
2025-02-14,오후,SLOT,DNTS4D904I2,[ONLINE EXCLUSIVE] 베이지 체크 방풍 플리스,차단비(danbi),e-영업1,닥스,골프,63,102,2,2,2,369090.909090909,50,57,2,2,2,369090.909090909
2025-02-15,Total,TOTAL, , , , , , ,112,216,2,3,3,392636.363636364,88,106,2,3,3,392636.363636364
2025-02-15,오전,SLOT,WSTS3D031CG,[클리어런스][스테디셀러]차콜그레이 스트라이프 하이넥 긴소매 티셔츠,윤여은(yye),e-영업2,헤지스,여성,41,66,1,1,1,59545.4545454545,28,31,1,1,1,59545.4545454545
2025-02-15,오후,SLOT,IEJU5E204BK,파라슈트 왁스 코팅 패디드 점퍼 블랙,허화연(h.hwayeon),e-영업1,일꼬르소,남성,71,150,1,2,2,333090.909090909,60,75,1,2,2,333090.909090909
2025-02-16,Total,TOTAL, , , , , , ,84,155,0,0,0,0,54,68,,,,
2025-02-16,오전,SLOT,WSPA3D801IV,[기모데님일자핏][스테디셀러]아이보리 일자핏 기모 데님팬츠,윤여은(yye),e-영업2,헤지스,여성,55,99,0,0,0,0,33,38,,,,
2025-02-16,오후,SLOT,DMTS4D502W1,[클리어런스][인기상품 리오더][닥스훈트]워셔블 마이크로체크 카라티셔츠,이상희(ray),e-영업1,닥스,남성,30,56,0,0,0,0,22,30,,,,
2025-02-17,Total,TOTAL, , , , , , ,160,263,1,1,1,158545.454545455,117,131,1,1,1,158545.454545455
2025-02-17,오전,SLOT,DBSS5E923BK,[남성양말1위][선물추천][남성장목4족] 면혼방 혼합패턴 장목 4족 세트,배미선(msbae),e-영업1,닥스,잡화,51,86,0,0,0,0,44,48,,,,
2025-02-17,오후,SLOT,JABA5E923W2,[럭키백] 브라운 복주머니형 토트백 S,배미선(msbae),e-영업1,질스튜어트 뉴욕,잡화,111,177,1,1,1,158545.454545455,75,83,1,1,1,158545.454545455
2025-02-18,Total,TOTAL, , , , , , ,222,360,6,6,6,515545.454545455,169,196,6,6,6,515545.454545455
