date,slot,row_type,prodcode,prodname,md,bpu,brand,category,UV,PV,cust,ord,qty,rev,h_UV,h_PV,h_cust,h_ord,h_qty,h_rev
2025-12-27,오후,SLOT,WKSW4D903I2,[클리어런스][스테디셀러][캐시미어100%] 베이지 멜란지 케이블 포인트 하프넥 스웨터,윤여은(yye),e-영업2,닥스,여성,80,168,0,0,0,0,49,53,,,,
2025-12-28,Total,TOTAL, , , , , , ,291,516,3,3,3,897000,243,278,2,2,2,598000
2025-12-28,오전,SLOT,HSJA4D772K2,[클리어런스][울100%] 카키 해리스트위드 싱글 레귤러핏 자켓,윤여은(yye),e-영업2,헤지스,여성,165,297,3,3,3,897000,134,159,2,2,2,598000
2025-12-28,오후,SLOT,IECO5F002BK,캐시미어 블렌드 스트럭처 발마칸 코트 블랙,허화연(h.hwayeon),e-영업1,일꼬르소,남성,126,219,0,0,0,0,109,119,,,,
2025-12-29,Total,TOTAL, , , , , , ,99,159,0,0,0,0,85,95,,,,
2025-12-29,오전,SLOT,WSTS4D915IV,[클리어런스][스테디셀러]아이보리 로고 자수 골지 하이넥 슬림핏 긴소매 티셔츠,윤여은(yye),e-영업2,헤지스,여성,88,143,0,0,0,0,80,89,,,,
2025-12-29,오후,SLOT,DMJU5D304N3,[아울렛특가] 다크네이비 코듀로이 다운 점퍼,이상희(ray),e-영업1,닥스,남성,12,16,0,0,0,0,6,6,,,,
2025-12-30,Total,TOTAL, , , , , , ,41,72,0,0,0,0,27,29,,,,
2025-12-30,오전,SLOT,WSCO4D005N2,[클리어런스][스테디셀러][울100%] 네이비 포켓 하프 코트,윤여은(yye),e-영업2,헤지스,여성,28,50,0,0,0,0,14,15,,,,
2025-12-30,오후,SLOT,ESO4XX00031,글루타치온 백옥 에스테틱 코팅크림80g+극강보습 바르는 단백질 앰플 50ml,이슬(slee0821),e-영업4,에끌라두,뷰티,13,22,0,0,0,0,13,14,,,,
2025-12-31,Total,TOTAL, , , , , , ,120,219,0,0,0,0,55,62,,,,
2025-12-31,오전,SLOT,WSPA4D801IV,[클리어런스][스테디셀러][기모][스트레이트핏] 아이보리 워싱 데님 팬츠,윤여은(yye),e-영업2,헤지스,여성,88,160,0,0,0,0,43,48,,,,
2025-12-31,오후,SLOT,DLJU5D993W2,브라운 후드 숏 구스 다운,윤여은(yye),e-영업1,닥스,여성,32,59,0,0,0,0,12,14,,,,
2026-01-01,Total,TOTAL, , , , , , ,274,481,0,0,0,0,188,221,,,,
2026-01-01,오전,SLOT,WSCO4DC02CG,[클리어런스][스테디셀러][울100%] 차콜그레이 더블버튼 벨티드 핸드메이드 롱 코트,윤여은(yye),e-영업2,헤지스,여성,133,268,0,0,0,0,107,128,,,,
2026-01-01,오후,SLOT,WSJU4D036BK,[클리어런스][스테디셀러][폭스FUR][덕다운] 블랙 탈착 퍼카라 스트랩 롱 헤비다운 점퍼,윤여은(yye),e-영업2,헤지스,여성,142,213,0,0,0,0,82,93,,,,
2026-01-02,Total,TOTAL, , , , , , ,134,296,4,4,4,1055454.54545455,104,127,2,2,2,527727.272727273
2026-01-02,오전,SLOT,HSSW5DC03G2,[캐시미어100%] 클래식 가디건 그레이,윤여은(yye),e-영업1,헤지스,여성,26,89,2,2,2,533272.727272727,18,26,1,1,1,266636.363636364
2026-01-02,오후,SLOT,IECO5F002BK,캐시미어 블렌드 스트럭처 발마칸 코트 블랙,허화연(h.hwayeon),e-영업1,일꼬르소,남성,109,207,2,2,2,522181.818181818,87,101,1,1,1,261090.909090909
2026-01-03,Total,TOTAL, , , , , , ,269,564,3,3,3,1041863.63636364,202,222,2,2,2,327090.909090909
2026-01-03,오전,SLOT,DLJU5D993W2,브라운 후드 숏 구스 다운,윤여은(yye),e-영업1,닥스,여성,47,136,1,1,1,714772.727272727,16,19,,,,
2026-01-03,오후,SLOT,WSPA4D908W2,[클리어런스][스테디셀러][코듀로이][부츠컷] 브라운 면혼방 팬츠,윤여은(yye),e-영업2,헤지스,여성,224,428,2,2,2,327090.909090909,187,203,2,2,2,327090.909090909
2026-01-04,Total,TOTAL, , , , , , ,182,342,2,3,3,220227.272727273,160,188,2,3,3,220227.272727273
2026-01-04,오전,SLOT,HSSW5DC01N2,[캐시미어100%] 클래식 터틀넥 네이비,윤여은(yye),e-영업1,헤지스,여성,53,91,0,0,0,0,33,36,,,,
2026-01-04,오후,SLOT,G269XX01962,H에디션 실버(Y) 모이사나이트 진주 원터치 귀걸이 10mm HL4E55418Y9XXX,박세미(sm.park),e-영업3,이에르 로르,잡화,129,251,2,3,3,220227.272727273,127,152,2,3,3,220227.272727273
2026-01-05,Total,TOTAL, , , , , , ,305,548,2,2,2,763454.545454545,230,268,1,1,1,381727.272727273
2026-01-05,오전,SLOT,WSCO4DC02BK,[클리어런스][스테디셀러][울100%] 블랙 더블버튼 벨티드 핸드메이드 롱 코트,윤여은(yye),e-영업2,헤지스,여성,120,239,0,0,0,0,100,119,,,,
2026-01-05,오후,SLOT,WSJU4D922BK,[클리어런스][스테디셀러][덕다운] 블랙 트렌치형 벨티드 롱 중량다운 점퍼,윤여은(yye),e-영업2,헤지스,여성,189,309,2,2,2,763454.545454545,134,149,1,1,1,381727.272727273
2026-01-06,Total,TOTAL, , , , , , ,228,411,6,6,6,859090.909090909,196,232,6,6,6,859090.909090909
2026-01-06,오전,SLOT,IECO5F002N2,캐시미어 블렌드 스트럭처 발마칸 코트 네이비,허화연(h.hwayeon),e-영업1,일꼬르소,남성,92,169,0,0,0,0,71,81,,,,
2026-01-06,오후,SLOT,K216XX00770,[VIP] 자음생 2종세트 (자음생수 150ml+자음생유액125ml)+증정,이슬(slee0821),e-영업4,설화수,뷰티,136,242,6,6,6,859090.909090909,125,151,6,6,6,859090.909090909
2026-01-07,Total,TOTAL, , , , , , ,142,261,2,2,2,276181.818181818,105,121,2,2,2,276181.818181818
2026-01-07,오전,SLOT,WSPA4D801N2,[클리어런스][스테디셀러][기모][스트레이트핏] 네이비 워싱 데님 팬츠,윤여은(yye),e-영업2,헤지스,여성,93,176,2,2,2,276181.818181818,63,75,2,2,2,276181.818181818
2026-01-07,오후,SLOT,DMPA5D304I3,다크베이지 하프밴딩 원턱 기모 코듀로이 팬츠,이상희(ray),e-영업1,닥스,남성,52,85,0,0,0,0,44,46,,,,
2026-01-08,Total,TOTAL, , , , , , ,101,144,2,2,2,1993636.36363636,26,27,,,,
2026-01-08,오전,SLOT,WSJU4D028BK,[클리어런스][스테디셀러][덕다운] 블랙 트렌치형 탈착 후드 하프 중량다운 점퍼,윤여은(yye),e-영업2,헤지스,여성,35,51,0,0,0,0,10,10,,,,
2026-01-08,오후,SLOT,JNJU5D702BK,[BEST] [ONLINE EXCLUSIVE] 리얼 무스탕 구스다운 점퍼 - 블랙,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,66,93,2,2,2,1993636.36363636,16,17,,,,
2026-01-09,Total,TOTAL, , , , , , ,159,271,2,2,2,693272.727272727,115,125,,,,
2026-01-09,오전,SLOT,WSCO4D005G2,[클리어런스][스테디셀러][울100%] 그레이 포켓 하프 코트,윤여은(yye),e-영업2,헤지스,여성,74,143,1,1,1,381272.727272727,52,59,,,,
2026-01-09,오후,SLOT,DMJU5D301N3,다크네이비 스탠카라 경량 구스다운 점퍼,이상희(ray),e-영업1,닥스,남성,85,128,1,1,1,312000,63,66,,,,
2026-01-10,Total,TOTAL, , , , , , ,65,126,6,6,6,119454.545454545,58,69,6,6,6,119454.545454545
2026-01-10,오전,SLOT,ESO4XX00039,[대용량] 셀메모리b12 EGF 흔적 장벽 크림 120g,이슬(slee0821),e-영업4,에끌라두,뷰티,50,91,6,6,6,119454.545454545,48,56,6,6,6,119454.545454545
2026-01-10,오후,SLOT,DMSW5D301N2,네이비 울100% 체크 카라넥 스웨터,이상희(ray),e-영업1,닥스,남성,16,35,0,0,0,0,11,13,,,,
2026-01-11,Total,TOTAL, , , , , , ,196,362,7,8,8,1204427.27272727,124,139,3,3,3,457836.363636364
2026-01-11,오전,SLOT,IEJU5F001BK,[역시즌특가] 시그니처 에센셜 다운 점퍼 블랙,허화연(h.hwayeon),e-영업1,일꼬르소,남성,146,248,6,7,7,1045227.27272727,92,104,2,2,2,298636.363636364
2026-01-11,오후,SLOT,DWPA5D714N2,[품절임박][Signature] 네이비 여성 스티치 컬러 팁 기모 데님 와이드 팬츠,차단비(danbi),e-영업1,더블플래그,골프,50,114,1,1,1,159200,32,35,1,1,1,159200
2026-01-12,Total,TOTAL, , , , , , ,202,374,2,2,2,444181.818181818,178,201,1,1,1,222090.909090909
2026-01-12,오전,SLOT,WSSW4DC87IV,[클리어런스][스테디셀러][울100%] 아이보리 케이블 브이넥 스웨터,윤여은(yye),e-영업2,헤지스,여성,126,248,0,0,0,0,120,133,,,,
2026-01-12,오후,SLOT,IEJU5F003BK,[역시즌특가] 맥스 쉴드 다운 점퍼 블랙,허화연(h.hwayeon),e-영업1,일꼬르소,남성,77,126,2,2,2,444181.818181818,59,68,1,1,1,222090.909090909
2026-01-13,Total,TOTAL, , , , , , ,167,375,4,4,4,1280727.27272727,113,138,3,3,3,1044454.54545455
2026-01-13,오전,SLOT,WKPA4D991W2,[클리어런스][코듀로이][스트레이트핏] 브라운 면혼방 뒷밴딩 팬츠,윤여은(yye),e-영업2,닥스,여성,88,175,3,3,3,708818.181818182,73,82,2,2,2,472545.454545455
2026-01-13,오후,SLOT,HSCO6A101G2,핸드메이드 하프 코트 그레이,윤여은(yye),e-영업1,헤지스,여성,84,200,1,1,1,571909.090909091,45,56,1,1,1,571909.090909091
2026-01-14,Total,TOTAL, , , , , , ,132,261,3,3,4,254454.545454545,101,116,2,2,3,136363.636363636
2026-01-14,오전,SLOT,D1AKXX00286,[가정의달한정판매][쇼핑백증정] 슈퍼콜라겐 35일분,이슬(slee0821),e-영업4,바이탈뷰티,뷰티,27,54,2,2,3,136363.636363636,24,28,2,2,3,136363.636363636
2026-01-14,오후,SLOT,WSPA4D801BK,[클리어런스][스테디셀러][기모][스트레이트핏] 블랙 워싱 데님 팬츠,윤여은(yye),e-영업2,헤지스,여성,107,207,1,1,1,118090.909090909,78,88,,,,
2026-01-15,Total,TOTAL, , , , , , ,151,251,1,1,1,205363.636363636,109,123,,,,
2026-01-15,오전,SLOT,DMJU5D303N3,다크네이비 탈부착 퍼카라 롱 다운 점퍼,이상희(ray),e-영업1,닥스,남성,76,123,0,0,0,0,52,64,,,,
2026-01-15,오후,SLOT,WSSW4DC01IV,[클리어런스][스테디셀러][캐시미어100%] 아이보리 터틀넥 스웨터,윤여은(yye),e-영업2,헤지스,여성,75,128,1,1,1,205363.636363636,57,59,,,,
2026-01-16,Total,TOTAL, , , , , , ,52,107,0,0,0,0,46,56,,,,
2026-01-16,오전,SLOT,HSPA6BC85N2,세미와이드 데님 팬츠 네이비,김은지(ej.kim), ,헤지스,여성,46,99,0,0,0,0,41,49,,,,
2026-01-16,오후,SLOT,HSTS6A203BK,블랙 스트라이프 면 가디건,윤여은(yye), ,헤지스,여성,8,8,0,0,0,0,7,7,,,,
2026-01-17,Total,TOTAL, , , , , , ,208,392,0,0,0,0,123,144,,,,
2026-01-17,오전,SLOT,DWPA5D811BK,[인기급상승][Plumping] 블랙 여성 스몰 포켓 와이드 다운 팬츠,차단비(danbi),e-영업1,더블플래그,골프,45,73,0,0,0,0,24,31,,,,
2026-01-17,오후,SLOT,WSSW4DC94D2,[클리어런스][스테디셀러][울100%] 버건디 라운드넥 케이블 가디건,윤여은(yye),e-영업2,헤지스,여성,163,319,0,0,0,0,99,113,,,,
2026-01-18,Total,TOTAL, , , , , , ,305,570,3,3,3,998545.454545454,250,285,2,2,2,810181.818181818
2026-01-18,오전,SLOT,DMPA5D303G3,[아울렛특가] 다크그레이 테이퍼드핏 기모 데님 팬츠,이상희(ray),e-영업1,닥스,남성,38,78,2,2,2,376727.272727273,36,41,1,1,1,188363.636363636
2026-01-18,오후,SLOT,DLCO5D991W3,다크브라운 울캐시미어 하이넥 하프 코트,윤여은(yye),e-영업1,닥스,여성,268,492,1,1,1,621818.181818182,215,244,1,1,1,621818.181818182
2026-01-19,Total,TOTAL, , , , , , ,93,214,2,3,3,763000,71,86,2,3,3,763000
2026-01-19,오전,SLOT,DMSW5D302N2,네이비 울100% 체크 풀집업 스웨터,이상희(ray),e-영업1,닥스,남성,23,49,1,2,2,478545.454545455,20,22,1,2,2,478545.454545455
2026-01-19,오후,SLOT,WKSW4D903P2,[클리어런스][스테디셀러][캐시미어100%] 핑크 멜란지 케이블 포인트 하프넥 스웨터,윤여은(yye),e-영업2,닥스,여성,71,165,1,1,1,284454.545454545,52,64,1,1,1,284454.545454545
2026-01-20,Total,TOTAL, , , , , , ,118,231,3,3,3,128727.272727273,90,116,2,2,2,85818.1818181818
2026-01-20,오전,SLOT,IESW5F504N3,케이블 라운드 니트 다크 네이비,허화연(h.hwayeon),e-영업1,일꼬르소,남성,53,116,3,3,3,128727.272727273,42,59,2,2,2,85818.1818181818
2026-01-20,오후,SLOT,WSCO4DC02CG,[클리어런스][스테디셀러][울100%] 차콜그레이 더블버튼 벨티드 핸드메이드 롱 코트,윤여은(yye),e-영업2,헤지스,여성,66,115,0,0,0,0,49,57,,,,
2026-01-21,Total,TOTAL, , , , , , ,60,94,0,0,0,0,44,47,,,,
2026-01-21,오전,SLOT,DMSW5D502S2,[아울렛특가] [워셔블] 세피아 메리노 울100% 터틀넥 스웨터,이상희(ray),e-영업1,닥스,남성,33,62,0,0,0,0,28,30,,,,
2026-01-21,오후,SLOT,DWJU5D881BK,[인기급상승][Plumping] 블랙 여성 2 IN 1 니트 탈부착 긴팔 플럼핑 다운 점퍼,차단비(danbi),e-영업1,더블플래그,골프,27,32,0,0,0,0,16,17,,,,
2026-01-22,Total,TOTAL, , , , , , ,228,448,6,6,6,419454.545454545,191,226,5,5,5,349545.454545455
2026-01-22,오전,SLOT,WSJU4D016N2,[클리어런스][스테디셀러][덕다운] 네이비 야상형 논퀼팅 롱 헤비다운 점퍼,윤여은(yye),e-영업2,헤지스,여성,133,232,0,0,0,0,111,130,,,,
2026-01-22,오후,SLOT,WSTS4D915IV,[클리어런스][스테디셀러]아이보리 로고 자수 골지 하이넥 슬림핏 긴소매 티셔츠,윤여은(yye),e-영업2,헤지스,여성,96,216,6,6,6,419454.545454545,81,96,5,5,5,349545.454545455
2026-01-23,Total,TOTAL, , , , , , ,117,237,4,4,4,340181.818181818,81,86,3,3,3,213000
2026-01-23,오전,SLOT,IESW5F504BK,케이블 라운드 니트 블랙,허화연(h.hwayeon),e-영업1,일꼬르소,남성,89,189,2,2,2,85818.1818181818,67,71,2,2,2,85818.1818181818
2026-01-23,오후,SLOT,WSJU4D929IV,[클리어런스][구스다운] 아이보리 숏 경량다운 베스트,윤여은(yye),e-영업2,헤지스,여성,28,48,2,2,2,254363.636363636,14,15,1,1,1,127181.818181818
2026-01-24,Total,TOTAL, , , , , , ,71,134,1,1,1,127181.818181818,35,41,,,,
2026-01-24,오전,SLOT,HSSW4D909IV,[클리어런스][울100%] 아이보리 모크넥 스웨터,윤여은(yye),e-영업2,헤지스,여성,45,78,1,1,1,127181.818181818,24,26,,,,
2026-01-24,오후,SLOT,DMJU5D302W3,[아울렛특가] 다크브라운 탈부착 퍼카라 미들 다운 점퍼,이상희(ray),e-영업1,닥스,남성,27,56,0,0,0,0,12,15,,,,
2026-01-25,Total,TOTAL, , , , , , ,56,139,2,2,2,85818.1818181818,35,42,2,2,2,85818.1818181818
2026-01-25,오전,SLOT,D1AKXX00301,[추가다운로드쿠폰]메타그린 슬림업 90일분 (본품 30일+리필 60일)+15일 추가,이슬(slee0821),e-영업4,바이탈뷰티,뷰티,9,12,0,0,0,0,9,11,,,,
2026-01-25,오후,SLOT,IESW5F504G2,케이블 라운드 니트 그레이,허화연(h.hwayeon),e-영업1,일꼬르소,남성,47,127,2,2,2,85818.1818181818,26,31,2,2,2,85818.1818181818
2026-01-26,Total,TOTAL, , , , , , ,199,359,3,3,3,354272.727272727,140,157,3,3,3,354272.727272727
2026-01-26,오전,SLOT,WSCO4D005G2,[클리어런스][스테디셀러][울100%] 그레이 포켓 하프 코트,윤여은(yye),e-영업2,헤지스,여성,83,137,0,0,0,0,53,58,,,,
2026-01-26,오후,SLOT,WSPA4D801N2,[클리어런스][스테디셀러][기모][스트레이트핏] 네이비 워싱 데님 팬츠,윤여은(yye),e-영업2,헤지스,여성,116,222,3,3,3,354272.727272727,87,99,3,3,3,354272.727272727
2026-01-27,Total,TOTAL, , , , , , ,210,490,5,5,5,1327545.45454545,160,191,4,4,4,1100000
2026-01-27,오전,SLOT,WSJU4D906W2,[클리어런스][스테디셀러][덕다운] 브라운 탈착 카라 숏 중량다운 푸퍼 점퍼,윤여은(yye),e-영업2,헤지스,여성,105,220,3,3,3,872454.545454545,85,96,3,3,3,872454.545454545
2026-01-27,오후,SLOT,WKSW4DE93G2,[클리어런스][스테디셀러][캐시미어] 그레이 멜란지 케이블 포인트 터틀넥 스웨터,윤여은(yye),e-영업2,닥스,여성,110,270,2,2,2,455090.909090909,79,95,1,1,1,227545.454545455
2026-01-28,Total,TOTAL, , , , , , ,139,230,7,8,10,954545.454545454,105,126,3,3,3,286363.636363636
2026-01-28,오전,SLOT,K216XX00768,[VIP][단독구성] 자음 2종세트 (자음수150ml + 자음유액125ml)+증정,이슬(slee0821),e-영업4,설화수,뷰티,90,154,7,8,10,954545.454545454,70,87,3,3,3,286363.636363636
2026-01-28,오후,SLOT,DMJU5D301N3,다크네이비 스탠카라 경량 구스다운 점퍼,이상희(ray),e-영업1,닥스,남성,49,76,0,0,0,0,35,39,,,,
2026-01-29,Total,TOTAL, , , , , , ,232,423,14,15,15,2477090.90909091,130,150,8,8,8,1010909.09090909
2026-01-29,오전,SLOT,CASTXX883XX,[LF몰단독/한정수량] 포어셀4주&멜레이저4주+부스터샷 올인원 세트,이슬(slee0821),e-영업4,아떼,뷰티,51,102,12,13,13,1642727.27272727,34,40,8,8,8,1010909.09090909
2026-01-29,오후,SLOT,WSJU4DC12I1,[클리어런스][스테디셀러][폭스FUR][덕다운] 라이트베이지 탈착 후드 롱 헤비다운 점퍼,윤여은(yye),e-영업2,헤지스,여성,183,321,2,2,2,834363.636363636,98,110,,,,
2026-01-30,Total,TOTAL, , , , , , ,108,194,1,1,1,154909.090909091,69,81,1,1,1,154909.090909091
2026-01-30,오전,SLOT,WSSW4D908IV,[클리어런스][스테디셀러][울100%] 아이보리 케이블 하프집업 스웨터,윤여은(yye),e-영업2,헤지스,여성,85,165,1,1,1,154909.090909091,49,59,1,1,1,154909.090909091
2026-01-30,오후,SLOT,DWPA5D713BK,[품절임박][완판재입고] 블랙 여성 코듀로이 더블포켓 포인트 부츠컷 팬츠,차단비(danbi),e-영업1,더블플래그,골프,23,29,0,0,0,0,20,22,,,,
2026-01-31,Total,TOTAL, , , , , , ,172,277,1,1,1,149318.181818182,147,167,1,1,1,149318.181818182
2026-01-31,오전,SLOT,IEJU5F001BK,[역시즌특가] 시그니처 에센셜 다운 점퍼 블랙,허화연(h.hwayeon),e-영업1,일꼬르소,남성,148,242,1,1,1,149318.181818182,127,144,1,1,1,149318.181818182
2026-01-31,오후,SLOT,DMPA5D303B3,다크블루 테이퍼드핏 기모 데님 팬츠,이상희(ray),e-영업1,닥스,남성,24,35,0,0,0,0,20,23,,,,
2026-02-01,Total,TOTAL, , , , , , ,192,292,0,0,0,0,134,150,,,,
2026-02-01,오전,SLOT,DWTS5D811IV,[완판재입고] 아이보리 여성 하이넥 프론트 포켓 방풍 플리스 티셔츠,차단비(danbi),e-영업1,더블플래그,골프,98,156,0,0,0,0,69,77,,,,
2026-02-01,오후,SLOT,IECO5F002N2,캐시미어 블렌드 스트럭처 발마칸 코트 네이비,허화연(h.hwayeon),e-영업1,일꼬르소,남성,95,136,0,0,0,0,66,73,,,,
2026-02-02,Total,TOTAL, , , , , , ,264,494,1,1,1,118090.909090909,205,228,1,1,1,118090.909090909
2026-02-02,오전,SLOT,WSSW4DC01IV,[클리어런스][스테디셀러][캐시미어100%] 아이보리 터틀넥 스웨터,윤여은(yye),e-영업2,헤지스,여성,111,205,0,0,0,0,81,90,,,,
2026-02-02,오후,SLOT,WSPA4D801IV,[클리어런스][스테디셀러][기모][스트레이트핏] 아이보리 워싱 데님 팬츠,윤여은(yye),e-영업2,헤지스,여성,155,289,1,1,1,118090.909090909,125,138,1,1,1,118090.909090909
2026-02-03,Total,TOTAL, , , , , , ,45,73,0,0,0,0,32,35,,,,
2026-02-03,오전,SLOT,DMTS5D301N2,[아울렛특가] 네이비 기모 카라 플라켓 컬러블럭 티셔츠,이상희(ray),e-영업1,닥스,남성,11,16,0,0,0,0,11,12,,,,
2026-02-03,오후,SLOT,WSSW4D103V2,[클리어런스][스테디셀러][캐시미어] 바이올렛 페어아일 오픈형 브이넥 베스트,윤여은(yye),e-영업2,헤지스,여성,34,57,0,0,0,0,21,23,,,,
2026-02-04,Total,TOTAL, , , , , , ,111,187,0,0,0,0,95,105,,,,
2026-02-04,오전,SLOT,WSPA4D908BK,[클리어런스][스테디셀러][코듀로이][부츠컷] 블랙 면혼방 팬츠,윤여은(yye),e-영업2,헤지스,여성,101,173,0,0,0,0,87,95,,,,
2026-02-04,오후,SLOT,DMSH5C501WT,[닥스훈트] 화이트 옥스포드 셔츠,이상희(ray),e-영업1,닥스,남성,10,14,0,0,0,0,8,10,,,,
2026-02-05,Total,TOTAL, , , , , , ,251,493,6,7,7,858090.909090909,190,213,5,6,6,740000
2026-02-05,오전,SLOT,WSPA4D801BK,[클리어런스][스테디셀러][기모][스트레이트핏] 블랙 워싱 데님 팬츠,윤여은(yye),e-영업2,헤지스,여성,175,358,5,6,6,708545.454545454,139,157,4,5,5,590454.545454545
2026-02-05,오후,SLOT,WSSK4D905G2,[클리어런스][스테디셀러]그레이 플리츠 스커트,윤여은(yye),e-영업2,헤지스,여성,78,135,1,1,1,149545.454545455,52,56,1,1,1,149545.454545455
2026-02-06,Total,TOTAL, , , , , , ,63,123,0,0,0,0,50,58,,,,
2026-02-06,오전,SLOT,DMPA5D301N3,[아울렛특가] 다크네이비 컴포트 밴딩 팬츠,이상희(ray),e-영업1,닥스,남성,33,58,0,0,0,0,26,28,,,,
2026-02-06,오후,SLOT,DWPA5D811BK,[인기급상승][Plumping] 블랙 여성 스몰 포켓 와이드 다운 팬츠,차단비(danbi),e-영업1,더블플래그,골프,30,65,0,0,0,0,24,30,,,,
2026-02-07,Total,TOTAL, , , , , , ,201,400,4,6,6,959454.545454545,142,162,2,4,4,639636.363636364
2026-02-07,오전,SLOT,WSSW4DC94D2,[클리어런스][스테디셀러][울100%] 버건디 라운드넥 케이블 가디건,윤여은(yye),e-영업2,헤지스,여성,166,345,4,6,6,959454.545454545,115,131,2,4,4,639636.363636364
2026-02-07,오후,SLOT,DWTS5D711BK,[완판재입고][Range wear] 블랙 여성 스마일 그래픽 포인트 코듀로이 반집업 티셔츠,차단비(danbi),e-영업1,더블플래그,골프,37,55,0,0,0,0,29,31,,,,
2026-02-08,Total,TOTAL, , , , , , ,122,290,30,33,66,1025454.54545455,94,121,21,24,47,551181.818181818
2026-02-08,오전,SLOT,DMTS5D502CG,[닥스훈트] 차콜그레이 마이크로 패턴 카라 티셔츠,이상희(ray),e-영업1,닥스,남성,32,72,1,1,2,274909.090909091,29,38,,,,
2026-02-08,오후,SLOT,CAFCXXC28O1,[24시간지속 장벽크림] 바르는 회복케어 아떼 포스트 레이저 리페어크림 50ml,이슬(slee0821),e-영업4,아떼,뷰티,90,218,29,32,64,750545.454545454,65,83,21,24,47,551181.818181818
2026-02-09,Total,TOTAL, , , , , , ,102,170,2,2,2,289454.545454545,87,94,1,1,1,144727.272727273
2026-02-09,오전,SLOT,DWPA5D714BK,[품절임박][Signature] 블랙 여성 스티치 컬러 팁 기모 데님 와이드 팬츠,차단비(danbi),e-영업1,더블플래그,골프,58,99,1,1,1,144727.272727273,48,53,,,,
2026-02-09,오후,SLOT,DMTS5D501CG,[닥스훈트] 차콜그레이 헤링본 체크카라 티셔츠,이상희(ray),e-영업1,닥스,남성,44,71,1,1,1,144727.272727273,39,41,1,1,1,144727.272727273
2026-02-10,Total,TOTAL, , , , , , ,127,260,6,6,6,1063636.36363636,123,154,6,6,6,1063636.36363636
2026-02-10,오전,SLOT,WXPA4F841BK,[클리어런스][스테디셀러] 블랙 워싱 면혼방 데님팬츠,허화연(h.hwayeon),e-영업2,알레그리,남성,100,210,6,6,6,1063636.36363636,96,119,6,6,6,1063636.36363636
2026-02-10,오후,SLOT,G269XX01732,H에디션 실버(Y) 러블리 담수 진주 귀걸이 8mm HL6E53602Y9XXX,박세미(sm.park),e-영업3,이에르 로르,잡화,28,50,0,0,0,0,28,35,,,,
2026-02-11,Total,TOTAL, , , , , , ,259,524,4,5,5,1817727.27272727,207,223,3,4,4,1454181.81818182
2026-02-11,오전,SLOT,WSCO4D004N2,[클리어런스][스테디셀러][울100%] 네이비 스트랩 롱 코트,윤여은(yye),e-영업2,헤지스,여성,243,498,4,5,5,1817727.27272727,194,206,3,4,4,1454181.81818182
2026-02-11,오후,SLOT,DWSS5F611BK,[Signature] 블랙 여성 듀얼레터 소프트 쿠션 크루삭스,차단비(danbi),e-영업1,더블플래그,골프,17,26,0,0,0,0,14,17,,,,
2026-02-12,Total,TOTAL, , , , , , ,142,249,2,2,2,872545.454545454,98,109,2,2,2,872545.454545454
2026-02-12,오전,SLOT,WSJU4D036BK,[클리어런스][스테디셀러][폭스FUR][덕다운] 블랙 탈착 퍼카라 스트랩 롱 헤비다운 점퍼,윤여은(yye),e-영업2,헤지스,여성,120,212,2,2,2,872545.454545454,84,91,2,2,2,872545.454545454
2026-02-12,오후,SLOT,DWPA5D712G1,[품절임박][Range wear] 멜란지 그레이 여성 듀얼 레터 그래픽 조거 팬츠,차단비(danbi),e-영업1,더블플래그,골프,24,37,0,0,0,0,16,18,,,,
2026-02-13,Total,TOTAL, , , , , , ,58,81,1,1,1,19000,55,59,1,1,1,19000
2026-02-13,오전,SLOT,IEPA5F005B2,워시드 더티 와이드핏 데님 팬츠 블루,허화연(h.hwayeon),e-영업1,일꼬르소,남성,18,19,0,0,0,0,16,17,,,,
2026-02-13,오후,SLOT,G269XX02040,트래블 주얼리 미니 파우치 _오렌지 HL0P53028ORXXX,박세미(sm.park),e-영업3,이에르 로르,잡화,41,62,1,1,1,19000,40,42,1,1,1,19000
2026-02-14,Total,TOTAL, , , , , , ,199,413,4,5,5,733454.545454545,130,142,4,5,5,733454.545454545
2026-02-14,오전,SLOT,WSSW4DC01G1,[클리어런스][스테디셀러][캐시미어100%] 라이트그레이 터틀넥 스웨터,윤여은(yye),e-영업2,헤지스,여성,175,366,3,4,4,683272.727272727,108,118,3,4,4,683272.727272727
2026-02-14,오후,SLOT,IESW5F503BK,캐시미어 블렌드 터틀넥 니트 블랙,허화연(h.hwayeon),e-영업1,일꼬르소,남성,25,47,1,1,1,50181.8181818182,23,24,1,1,1,50181.8181818182
2026-02-15,Total,TOTAL, , , , , , ,60,129,0,0,0,0,52,64,,,,
2026-02-15,오전,SLOT,HSSW5AC17B2,[가격인하][면100%]블루 케이블 긴소매 라운드넥 스웨터,윤여은(yye),e-영업2,헤지스,여성,49,112,0,0,0,0,43,51,,,,
2026-02-15,오후,SLOT,DMSH5D502N3,[닥스훈트] 다크네이비 마이크로 체크 셔츠,이상희(ray),e-영업1,닥스,남성,12,17,0,0,0,0,10,13,,,,
2026-02-16,Total,TOTAL, , , , , , ,84,161,1,1,1,144727.272727273,66,79,1,1,1,144727.272727273
